tweet,sentiment
estoy segura que este es el primer ao que no me he pasado el verano en el aero ,0
estoy hasta el ojete de que me digais que tengo cara de mala leche ,2
odio quedarme sola por la noche en mi casa ,2
hoy es  en  dias empiezo las clases que bonita es la vida ,1
"eres super super buena, mg mucho tus fotos, y bueno, no tenemos conversaciones muy interesantes que digamos ",2
"se pone interesante la cosa, ganas de evolucionar para tener pokemon fuertes en casi todos los tipos  ",1
"sigo imbatible ganando a fifa siendo visitante en otras casas. esta vez ha costado mucho mas, pues era en fifa  de  ",1
como me mola ver lo que escuece en la cool dark left las manifestaciones multitudinarias que no les gustan. suele ser buena seal ,1
"el problema es que las batallas en bravely default es eterni, no acaba nunca, tanto tiempo luchando para despues perder ",2
buah el valencia ha fichado un central decepcionante ,2
deseando que llegue ya el otoo.. cansado del calor ,2
he ido por primera vez a mi universidad y la desepsion no puede ser mayor ,2
"la receta de la felicidad, es saber que quien no experimenta, crea, innova, no sera seguro de si mismo. ",-1
"pues ya es oficial, curro nuevo y mejor ",1
"dentro de  horas y  minutos empiezan mis vacaciones, buenos dias ",1
"guardando las cosas para mudarme se me ha roto un tubito de ensayo de cristal que robe en bioenergetica, lo primero que me lleve del lab ",2
busco mimos porque estoy sensible. alguna mutual amable me da mimos? ,2
"por una parte tengo muchas ganas de repasar aleman, pero por otra estoy vaguisima y desmotivada ",2
"mis amigxs estan todxs en una relacion y son tan bonitxs que jo, yo tambin quiero ",2
y ahora viene ese feliz momento entre los wake me up when september ends y el suicidio ,2
me esta entrando una depresion ahora mismo.. para cuando la maquina del tiempo? que me lleve de nuevo al  de junio joder ,2
acabo de volver a ver el ultimo que subio de regalos de subs y jo que mono me muero ,1
"mi vida es com  - todo bien?? - excluyendo mi situacion amorosa, de dinero, de amistades, sexual, fisica y psicologica, si. ",2
"dia . lo mal se acabo la tranquilidad en el curro, hoy hay gente. lo buen el aire acondicionado deberia funcionar.. ",0
yo velas de esas de santos y to el rollo no tengo pero tengo una perfumada del mercadona  yo la enciendo y si cuela perfe,0
"buenos dias. va, vamos a catear ingles. ",2
"buenos dias a todos. ya con las pilas recargadas  pero, puff.. que dura es la vuelta al cole",0
"superar un libro de colleen hoover con otro libro de ella es mala idea, verdad?  pues lo voy a hacer ahora ",0
"nunca se sabe lo que la vida te tiene destinado..a fin de que hay que fluir, ver lo bonito del proceso, la felicidad te atrapa.. ",1
" de septiembre, vuelta a la rutina para muchos. animo y feliz dia! ",1
"me ha gustado mucho la respuesta a mi pregunta, aun asi ojala los vientos soplen a favor de los dos sea cuales sea nuestras direcciones ",1
"la mierda y el cuerno deben ser lugares turisticos muy recomendados, porque a mucha gente se le manda ahi.. ",2
que te despierten los dolores menstruales de una pesadilla es la mejor manera de empezar el dia. feliz jueves! haber si me atropellan ,2
"pero es que la sirenita soy incapaz de encontrarla asi, la encuentras o en latino latino, o en castellano. y a mi me gusta esta ",2
iba siendo hora de cambiar el twit fijado ,-1
mi consejo para sacar notas molonas es.. estudiad y dejar de bajar tanto a cangas  ,2
voy o no voy a cur de pirate en madrid? es como a la semana siguiente de volver de milan/burdeos ,-1
"mejorando esos dobles, maana mas  lastima que no pueda mostrar los steps de la pantalla  (por ahora) twurl",0
"no estoy aburrida  -estas aburrida no  -si,  reconocelo vale estoy aburrida de verte ver la tele  -.. por que haces esto?  por que me abu+",2
hostia pero si en  minutos estreno canal!! omg! el almacen de juegos. bienvenidos jugadores ,1
"me da mucha penita  porque encima creo que esta mala con la enfermedad esta que tienen muchos perros de la cadera, esta cojita ",2
"este es el pla la clase de estadistica acaba a las :, la conferencia de sony es a las :. hoy sere veloz en llegar a casa ",1
tengo ganas ya de dias de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofa ,1
me siento rara y muy incomoda porque he tenido que usar sujetador porque esta camiseta transparenta  odio la vida,2
ayer en moreras escuche a un desconocido preguntarle a su amigo si yo era una chica o un chico ,2
yo solo digo que me he duchado lavandome el pelo vestido y maquillado en diez minutos ,1
la cantidad de gente que me ha dicho que se alegran que por fin este haciendo lo que realmente me gusta.. es tan gratificante! ,1
haifisch es triste porque en el video till  esta muerto ,2
"que si , que volvemos a la rutina , que se acabo lo bueno que ya lo sabemos todos , no hace falta que pongais  snaps ",2
"empiezo a editar ya mi proximo proyecto audiovisual! algunas clave apnea, l'ametlla de mar, agosoto, vacaciones.. ",-1
"al final tanto hype para nada, se anula todo posible anuncio y de nada  ale!",2
"que hay de ti? estas realmente bien? supongo que nuestra ruptura esta marcada deberia olvidarte, pero no es facil. ",2
cada vez que como termino yendo al bao a hacer deposiciones liquidas.  ahora me va a dar miedo comer para siempre ,2
demofobia miedo a las multitudes o agorafobia miedo a los lugares abiertos  si voy algun dia voy a la comic con lo pasare mal ,2
no sabia que ya habian dado petalos en el viento en la tele  ahora voy a tener que ver la tercera del tiron tf,2
al final me ha dejado llorando y pues bien  yo que estaba hoy pensando saltos de los feliz que estaba. al pelo todo,2
"acabo de hacerme la primera cena en el piso nuevo, creo que queda inaugurado ",1
"y fela me cae mejor que denna, es que denna es muy living la vida loka y pobre kvothe ",0
"cuando me he arrancado todos los pellejos del labio y cenar ensalada ha sido un sufrimiento , puta sal y puto vinagre ",2
acordarte de que high school musical  se estreno hace  aos y darme cuenta de que me estoy haciendo mayor ,2
"despues de  buscar curro hasta debajo de las piedras hoy, por fin, he firmado un contrato indefinido con buenas condiciones ",1
estoy feliz porque shawn viene a espaa pero estoy muy triste porque vivo taan lejos de madrid. en la vida me dejan ir ,0
ay pues yo le di unf a machi porque hablaba mas de tokio hotel que de ytbers  me alegro de tener un seguidor sin cerebro menos ,1
video terminado. he estado unas cuantas horas pero ha merecido la pena. creo que el resultado es positivo ,1
"gritaba muchisimo, mordio a mi hermana y lo tenian que agarrar pff de verdad lo he pasado fatal mi bebe ",2
"siempre he sido honesta, clara, sin pelos en la lengua, nonpuedo estar mas orgullosa de lo que soy y de la persona en la que me converti ",1
"maana stream?  !  espero que mi internet no se vuelva loco como antes, aunque estos dias funciona bien!",0
"buenos dias, da gusto despertarse con el bonito sonido del taladro de los vecinos ",2
un poquito de db pelicula  en catalan? nueva lista en nuestro canal de youtube  twurl,-1
quiero seguir de vacaciones. en serio. se me caen los aos encima teniendo dos dias de vacaciones reales al ao ,2
"llevo dos claras de huevo batidas en mis raices para que me crezca el pelo, como no funcione me voy de la vida ",2
tendria mi teclado y raton maana pero como tengo muy mala suerte el pedido no se puede realizar ,2
" dias.. en  dias no solo es mi cumpleaos, en  dias hace un ao que se murio mi gizmito  que buen rergalo..",0
a veces me dan ganas de pegar a fanny cuando me habla para contarme salseos y se va es muy mala persona ,2
shits happens! en el concilio de nicea se debe haber fumado de todo o no me lo explico  twurl twurl,2
a mis bellas followers decirles que estan invitada la que quiera a mi piso maana que estoy solo y me aburro  ,1
atm veo los  primeros teams un poco lejos de los  ultimos. a ver que pasa si mejoran y/o cambian sus estrategias etc idk ,2
"este verano ha sido, cuanto menos, movidito  ha servido para aprender, crecer, y disfrutar de el tambien,  claro ",1
amaia montero en el estudio de grabacion en londres preparando una sorpresa muy especial. que sera? ,-1
"es super cuqui  le pongo el dedo delante, se sube y se queda quieta ahi ",1
tecnicas reunidas ya es una de las  mayores ingenierias internacionales!  no sabeis lo que nos alegra  twurl,1
"proximo destino ..londres  ,no puedo estas mas feliz ,ha currar al extranjero yupii !!",1
ayer no hice fotos  mi ritual de fotos borracho en fiestas de mostoles se ha roto ,2
cada vez que veo a los gemelos por la tele me entran ganas de meter mi brazos en ella y darles un abracito ,1
me encantaria saber que es lo que pasa en mis putos ovarios cuando me dan esos putos ataques tan fuertes ,2
tio que yo me acuerdo que me hice una foto super chachi saltando en la cama y no la encuentro ,2
creo que voy a ponerme talking to the moon de bruno mars porque estoy plof y esa cancion es tan triste que ,2
me ha picado un mosquito en el dedo gordo del pie y me pica y si me arrasco me hago cosquillas sabeis que sufrimiento estoy pasando?? ,2
buscarse un curro mejor o no? el ambiente de trabajo en el actual es insuperable pero la vida solo tiene un destino ,0
os apetece un directo hablando del partido y un poco de la jornada en general? si veo muchos likes en este tweet me animo ,-1
"mi gafe va en aumento, hice un all in a favor del farsa por que el ' que daban con la victoria del alaves no me convencia ",2
"muchos dias de sol, calor y numerosos incendios. en espaa hace mucha falta que llueva y parece que no queda mucho ",2
tambien subiria las cronicas que escribo para la revista de los conciertos y las fotos de estos tambien ,-1
"he alquilado un box por horas, con elevador, he ido con mi kit de embrague bajo el brazo, y he reparado el samurai. con estas manitas ",-1
"hoy hace una semana de la ii cadena humana al refugio elorrieta, y hoy estrenamos el video oficial!! comparte  twurl",-1
fin de directo! gracias a todos los que habeis pasado por el streaming  un saludito ahora me voy de compras y esta noche viciada maxima,1
dios acabo de recoger mis libros pa segundo de bachillerato y el de historia de espaa y el de geografia son jodidamente gordos ,2
sabeis que es lo que mas me cuesta en esta vida? dibujar sin apretar el puto lapiz como si mi vida dependiera de ello ,2
"no me gusta el maiz e iba a cenar mazorca, me dice mi madre que se ha puesto mala y que no me la coma. y me he tenido que hacer una pizza ",2
"gracias por cierto, al que ha donado  euros ya al proyecto. gracias por todo chavales, solo necesitamos  al mes para un server ",1
"el ao pasado llore cuando shawn dijo que vendria y yo no pude ir y soy consciente de que este ao tampoco va a poder ser, quiero llorar ",2
el viernes empiezan las fiestas y el sabado por la tarde tengo la manifestacion antitaurina  gafas de sol y solucionado creo yo,0
tengo muchas ganas de ver a mario y lanzarme a el para abrazarle  quien iba a decir que echaria de menos que mi ex me tocara las narices,1
y el dao moral que le hacemos a amancio con nuestras criticas? seguro que esta triste y no duerme bien por las noches ,2
"aunque he sufrido mucho con la muerte de christopher joder  igualmente, fantastico todo, el atrezo, los actores y la ambientacion ",0
"parece que los ies de cantabria nos reclaman  en breve mas informacion.. de momento, buen fin de semana y aprovechemos el rico soluco!!",1
misterio desvelado!! el jueves  de septiembre a las : h inauguramos en el nudo gordiano de victoria diehl en moret art ,-1
y ahors me puedo tirar como horas viendo videos de conciertos suyos porque me encanta como se mueve en el escenario y como todo de vd  mi nio,1
"despues de h fuera de casa ya esta bien volver  espero que vuestro viernes haya ido mejor. pasadlo bien, ya me contareis.",1
"pues que quereis que os diga.. lo nuevo de gaga esta bien, pero lo nuevo de sia esta muchisimo mejor. es una cancion mucho mas completa! ",1
que este ao se vera el desanimo del  soberanismo ha dicho arrimadas. casi . inscritos + cientos de miles por libre.  desanimo. ,2
"hola, me molaria hcerme un cambio drastico con mi pelo, lo que pasa es que no se hacerme lo que quiero y tengo que pedir ayuda ",2
a las grandes mentes pensantes de $miempresa no se les ha ocurrido enviar las instrucciones de migracion de mail a un mail externo ,2
"es facil imaginar que, si se ha reducido dinero en arreglar carreteras y prevenir accidentes, con los trenes este pasando lo mismo. ",2
"bueno, ya he montado la biblioteca y de no tener espacio, con ella me sobran huecos twlaugh en unos aos estara llenita ",1
"lo bueno de los comics de star wars es que los venden en cualquier sitio. ni tiendas especializadas ni na, en el hipercor o el alcampo ",1
"no os podeis hacer una idea como le echo de menos. encima la fecha que se murio marcada para siempre, fue el dia de mi cumpleaos ",2
